CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
24.067.092/0001-95;AGROPEC ESTRELA SA;CIAS INCENTIVADAS REGISTRADAS;511293;14/02/2012;Cancelado
11.642.808/0001-99;AGROPEC FAZ CATALUNHA SA;CIAS INCENTIVADAS REGISTRADAS;501603;20/09/2005;Cancelado
10.246.999/0001-07;AGROPEC FAZ PARANA SA;CIAS INCENTIVADAS REGISTRADAS;502774;23/07/2002;Cancelado
09.260.597/0001-88;AGROPEC FAZ PAU LEITE SA;CIAS INCENTIVADAS REGISTRADAS;503916;14/02/2012;Cancelado
08.846.271/0001-74;AGROPEC FERNANDES SA;CIAS INCENTIVADAS REGISTRADAS;513512;14/02/2012;Cancelado
09.493.404/0001-39;AGROPEC FERREIRA SA;CIAS INCENTIVADAS REGISTRADAS;503061;14/02/2012;Cancelado
14.035.257/0001-93;AGROPEC FLECHAL SA;CIAS INCENTIVADAS REGISTRADAS;513296;03/11/2005;Cancelado
14.035.257/0001-93;AGROPEC FLECHAL SA;CIAS INCENTIVADAS REGISTRADAS;520055;01/06/2015;Cancelado
04.602.181/0001-87;AGROPEC FORQUILHA SA;CIAS INCENTIVADAS REGISTRADAS;509809;14/09/2010;Cancelado
84.192.079/0001-90;AGROPEC FRANGO ACU SA;CIAS INCENTIVADAS REGISTRADAS;516481;14/02/2012;Cancelado
11.439.577/0001-10;AGROPEC GERSON MARANHAO SA;CIAS INCENTIVADAS REGISTRADAS;511730;04/12/1992;Cancelado
06.016.364/0001-46;AGROPEC GIFONI SALES SA;CIAS INCENTIVADAS REGISTRADAS;517097;28/09/2008;Cancelado
15.053.267/0001-14;AGROPEC GRENDENE SA;CIAS INCENTIVADAS REGISTRADAS;500941;27/04/2001;Cancelado
04.871.760/0001-25;AGROPEC HAKONE SA;CIAS INCENTIVADAS REGISTRADAS;511935;28/09/2008;Cancelado
04.696.894/0001-57;AGROPEC ILHA DE NAZARE SA;CIAS INCENTIVADAS REGISTRADAS;517313;14/02/2012;Cancelado
04.597.316/0001-63;AGROPEC INDEPENDENCIA SA;CIAS INCENTIVADAS REGISTRADAS;514268;14/02/2012;Cancelado
55.742.977/0001-76;AGROPEC ITAMBE SA;CIAS INCENTIVADAS REGISTRADAS;510670;29/12/1993;Cancelado
28.477.313/0001-54;AGROPEC ITAPEMIRIM SA;CIAS INCENTIVADAS REGISTRADAS;509701;21/03/1997;Cancelado
35.098.573/0001-84;AGROPEC ITAPIRACO SA;CIAS INCENTIVADAS REGISTRADAS;510696;14/02/2012;Cancelado
06.881.361/0001-70;AGROPEC JATOBA SA;CIAS INCENTIVADAS REGISTRADAS;510297;31/08/1993;Cancelado
05.428.222/0001-23;AGROPEC JATOBA SA;CIAS INCENTIVADAS REGISTRADAS;517429;15/09/1997;Cancelado
07.223.092/0001-18;AGROPEC JENIPAPO SA;CIAS INCENTIVADAS REGISTRADAS;516910;28/09/2008;Cancelado
19.388.727/0001-16;AGROPEC LAGOA VERDE SA;CIAS INCENTIVADAS REGISTRADAS;517801;21/08/2009;Cancelado
22.677.009/0001-74;AGROPEC LOPES SA;CIAS INCENTIVADAS REGISTRADAS;508098;16/06/1997;Cancelado
11.739.349/0001-66;AGROPEC MALACACHETA SA;CIAS INCENTIVADAS REGISTRADAS;505625;14/02/2012;Cancelado
04.657.193/0001-09;AGROPEC MARACAJA SA;CIAS INCENTIVADAS REGISTRADAS;511897;14/02/2012;Cancelado
11.494.804/0001-00;AGROPEC MARFIM SA;CIAS INCENTIVADAS REGISTRADAS;503029;14/02/2012;Cancelado
08.332.413/0001-85;AGROPEC MARIA PAZ NORTE SA;CIAS INCENTIVADAS REGISTRADAS;503118;14/02/2012;Cancelado
17.562.893/0001-61;AGROPEC MONTE REI SA;CIAS INCENTIVADAS REGISTRADAS;509469;14/02/2012;Cancelado
08.632.515/0001-16;AGROPEC MUCAMBE SA;CIAS INCENTIVADAS REGISTRADAS;501093;14/02/2012;Cancelado
06.843.916/0001-90;AGROPEC MUCAMBO SA;CIAS INCENTIVADAS REGISTRADAS;506990;14/02/2012;Cancelado
05.625.009/0001-01;AGROPEC MUCUBAL SA;CIAS INCENTIVADAS REGISTRADAS;507687;28/09/2008;Cancelado
14.725.287/0001-21;AGROPEC MUNDO NOVO SA;CIAS INCENTIVADAS REGISTRADAS;503525;14/02/2012;Cancelado
79.764.619/0001-22;AGROPEC MUSAMAR SA;CIAS INCENTIVADAS REGISTRADAS;500933;16/05/1997;Cancelado
05.324.843/0001-67;AGROPEC N S DE FATIMA SA;CIAS INCENTIVADAS REGISTRADAS;505366;14/02/2012;Cancelado
08.845.398/0001-79;AGROPEC NELSON ALMEIDA SA;CIAS INCENTIVADAS REGISTRADAS;514080;14/02/2012;Cancelado
08.845.398/0001-79;AGROPEC NELSON ALMEIDA SA;CIAS INCENTIVADAS REGISTRADAS;519936;10/10/2014;Cancelado
05.061.809/0001-47;AGROPEC NOIRUMBA SA;CIAS INCENTIVADAS REGISTRADAS;518220;14/02/2012;Cancelado
05.017.041/0001-04;AGROPEC NOVA ERA SA;CIAS INCENTIVADAS REGISTRADAS;514160;14/02/2012;Cancelado
12.770.335/0001-78;AGROPEC NOVA SERTANIA SA;CIAS INCENTIVADAS REGISTRADAS;515019;01/09/2004;Cancelado
05.374.053/0001-96;AGROPEC NOVO MUNDO SA;CIAS INCENTIVADAS REGISTRADAS;512400;14/02/2012;Cancelado
05.374.053/0001-96;AGROPEC NOVO MUNDO SA;CIAS INCENTIVADAS REGISTRADAS;519600;27/08/2013;Cancelado
05.140.512/0001-77;AGROPEC OLINDA SA;CIAS INCENTIVADAS REGISTRADAS;512397;14/02/2012;Cancelado
08.057.879/0001-10;AGROPEC OLIVEIRA MACIEL SA;CIAS INCENTIVADAS REGISTRADAS;502235;14/02/2012;Cancelado
01.146.059/0001-55;AGROPEC PALMIRA DO NORTE SA;CIAS INCENTIVADAS REGISTRADAS;515132;14/02/2012;Cancelado
33.655.911/0001-06;AGROPEC PEIXE BOI SA;CIAS INCENTIVADAS REGISTRADAS;511536;27/10/2005;Cancelado
04.930.590/0001-02;AGROPEC PIMENTA BUENO SA;CIAS INCENTIVADAS REGISTRADAS;513156;24/10/2012;Cancelado
05.306.733/0001-72;AGROPEC PINHO SA AGROPINHO;CIAS INCENTIVADAS REGISTRADAS;512206;14/02/2012;Cancelado
04.882.908/0001-27;AGROPEC PIQUIA SA;CIAS INCENTIVADAS REGISTRADAS;518409;13/01/2006;Cancelado
05.377.734/0001-08;AGROPEC PITITAL SA;CIAS INCENTIVADAS REGISTRADAS;511510;28/09/2008;Cancelado
04.730.412/0001-38;AGROPEC PRACUUBA SA;CIAS INCENTIVADAS REGISTRADAS;513245;30/07/2012;Cancelado
08.121.329/0001-12;AGROPEC QUIXADA SA;CIAS INCENTIVADAS REGISTRADAS;507539;14/02/2012;Cancelado
08.121.329/0001-12;AGROPEC QUIXADA SA;CIAS INCENTIVADAS REGISTRADAS;520810;05/09/2018;Cancelado
04.978.466/0001-17;AGROPEC REMANSO ACU SA;CIAS INCENTIVADAS REGISTRADAS;511099;28/09/2008;Cancelado
05.426.663/0001-96;AGROPEC REUNIDOS PARAENSE SA;CIAS INCENTIVADAS REGISTRADAS;512982;02/01/1992;Cancelado
09.009.408/0001-07;AGROPEC RIBEIRA DO MOXOTO SA;CIAS INCENTIVADAS REGISTRADAS;501760;28/09/2008;Cancelado
03.144.078/0001-78;AGROPEC RICA SA;CIAS INCENTIVADAS REGISTRADAS;509698;20/03/1997;Cancelado
04.581.971/0001-23;AGROPEC RICASTRO SA;CIAS INCENTIVADAS REGISTRADAS;503878;02/05/2016;Cancelado
05.078.415/0001-00;AGROPEC RIO ARATAU SA;CIAS INCENTIVADAS REGISTRADAS;513458;23/03/2011;Cancelado
00.100.651/0001-53;AGROPEC RIO BONITO SA;CIAS INCENTIVADAS REGISTRADAS;506613;14/02/2012;Cancelado
05.153.515/0001-45;AGROPEC RIO CAUAXI SA;CIAS INCENTIVADAS REGISTRADAS;503363;14/02/2012;Cancelado
15.026.073/0001-20;AGROPEC RIO DARRO SA;CIAS INCENTIVADAS REGISTRADAS;511110;21/10/1996;Cancelado
04.364.519/0001-00;AGROPEC RIO DAS ANTAS SA;CIAS INCENTIVADAS REGISTRADAS;510149;28/07/1999;Cancelado
46.991.329/0001-62;AGROPEC RIO DEZOITO SA;CIAS INCENTIVADAS REGISTRADAS;511285;14/02/2012;Cancelado
22.921.449/0001-25;AGROPEC RIO DO OURO SA;CIAS INCENTIVADAS REGISTRADAS;513326;14/02/2012;Cancelado
12.091.260/0001-07;AGROPEC RIO MEARIM SA;CIAS INCENTIVADAS REGISTRADAS;503258;14/02/2012;Cancelado
46.991.311/0001-60;AGROPEC RIO MUDRIRE SA;CIAS INCENTIVADAS REGISTRADAS;511943;14/02/2012;Cancelado
46.991.311/0001-60;AGROPEC RIO MUDRIRE SA;CIAS INCENTIVADAS REGISTRADAS;520438;20/07/2016;Cancelado
04.170.783/0001-02;AGROPEC RIO NEGRO SA;CIAS INCENTIVADAS REGISTRADAS;515043;14/02/2012;Cancelado
00.809.095/0001-99;AGROPEC RIO PIUM SA;CIAS INCENTIVADAS REGISTRADAS;506605;23/01/1992;Cancelado
31.683.279/0001-89;AGROPEC RIO PRETO SA;CIAS INCENTIVADAS REGISTRADAS;511765;14/02/2012;Cancelado
05.023.692/0001-07;AGROPEC RIO S JOAO SA;CIAS INCENTIVADAS REGISTRADAS;510408;14/02/2012;Cancelado
06.838.940/0001-30;AGROPEC RIO VOLTA SA;CIAS INCENTIVADAS REGISTRADAS;504661;23/12/1999;Cancelado
05.609.086/0001-78;AGROPEC RODRIGUES DO SANTOS SA;CIAS INCENTIVADAS REGISTRADAS;511994;03/11/2005;Cancelado
03.144.060/0001-76;AGROPEC RONCADOR SA;CIAS INCENTIVADAS REGISTRADAS;505196;15/06/2000;Cancelado
04.870.838/0001-97;AGROPEC SALES OLIVEIRA SA;CIAS INCENTIVADAS REGISTRADAS;507911;14/02/2012;Cancelado
15.611.809/0001-27;AGROPEC SALGADO SA;CIAS INCENTIVADAS REGISTRADAS;500747;14/02/2012;Cancelado
35.098.532/0001-98;AGROPEC SANTANA SA;CIAS INCENTIVADAS REGISTRADAS;510718;28/09/2008;Cancelado
08.947.475/0001-00;AGROPEC SAO BOA VENTURA SA;CIAS INCENTIVADAS REGISTRADAS;509795;14/02/2012;Cancelado
08.187.874/0001-01;AGROPEC SAO CAMILO SA;CIAS INCENTIVADAS REGISTRADAS;503673;14/02/2012;Cancelado
04.862.744/0001-76;AGROPEC SAO JOAO SA;CIAS INCENTIVADAS REGISTRADAS;519910;30/09/2014;Cancelado
00.956.532/0001-05;AGROPEC SAO NICOLAU SA;CIAS INCENTIVADAS REGISTRADAS;508489;14/02/2012;Cancelado
00.085.902/0001-78;AGROPEC SAO PEDRO SA;CIAS INCENTIVADAS REGISTRADAS;508063;14/02/2012;Cancelado
00.085.902/0001-78;AGROPEC SAO PEDRO SA;CIAS INCENTIVADAS REGISTRADAS;520446;29/07/2016;Cancelado
46.991.295/0001-06;AGROPEC SAO ROBERTO SA;CIAS INCENTIVADAS REGISTRADAS;508080;15/08/2007;Cancelado
12.924.601/0001-70;AGROPEC SEMPRE VERDE SA;CIAS INCENTIVADAS REGISTRADAS;514055;28/09/2008;Cancelado
00.999.987/0001-08;AGROPEC SONHO DOURADO SA;CIAS INCENTIVADAS REGISTRADAS;508683;14/02/2012;Cancelado
04.595.104/0001-47;AGROPEC STA ADELIA SA;CIAS INCENTIVADAS REGISTRADAS;509434;26/07/2011;Cancelado
19.324.029/0001-57;AGROPEC STA IDÁLIA - AGROSANTA;CIAS INCENTIVADAS REGISTRADAS;506214;22/08/2003;Cancelado
24.067.076/0001-00;AGROPEC STA INEZ SA;CIAS INCENTIVADAS REGISTRADAS;516392;28/09/2008;Cancelado
08.799.512/0001-71;AGROPEC STA IZABEL SA-AGROSISA;CIAS INCENTIVADAS REGISTRADAS;501174;28/09/2008;Cancelado
07.460.710/0001-43;AGROPEC STA MARTA SA;CIAS INCENTIVADAS REGISTRADAS;505935;14/02/2012;Cancelado
04.870.226/0001-02;AGROPEC STA RITA DO MARAJO SA;CIAS INCENTIVADAS REGISTRADAS;512524;14/02/2012;Cancelado
04.870.226/0001-02;AGROPEC STA RITA DO MARAJO SA;CIAS INCENTIVADAS REGISTRADAS;520101;12/04/2018;Cancelado
12.771.408/0001-46;AGROPEC STA ROSA SA;CIAS INCENTIVADAS REGISTRADAS;511382;28/09/2008;Cancelado
09.030.081/0001-47;AGROPEC STA TEREZA SA;CIAS INCENTIVADAS REGISTRADAS;509396;14/02/2012;Cancelado
00.817.627/0001-30;AGROPEC STO ANTONIO DAS LENDAS SA;CIAS INCENTIVADAS REGISTRADAS;519219;24/07/2012;Cancelado
11.567.708/0001-45;AGROPEC TAMARINDO SA;CIAS INCENTIVADAS REGISTRADAS;500631;07/11/1997;Cancelado
08.674.160/0001-28;AGROPEC TAMBORIL VITORIA SA;CIAS INCENTIVADAS REGISTRADAS;501999;14/02/2012;Cancelado
03.481.074/0001-85;AGROPEC TAPIRAPE SA;CIAS INCENTIVADAS REGISTRADAS;507245;25/10/2010;Cancelado
10.647.972/0001-26;AGROPEC TAQUARY SA;CIAS INCENTIVADAS REGISTRADAS;504041;09/09/2004;Cancelado
03.288.537/0001-97;AGROPEC TERRA FERTIL SA;CIAS INCENTIVADAS REGISTRADAS;505005;02/05/2008;Cancelado
00.242.784/0001-64;AGROPEC TERRA GOYANA SA;CIAS INCENTIVADAS REGISTRADAS;512044;18/04/1996;Cancelado
00.971.838/0001-22;AGROPEC TERRA KIKUIO SA;CIAS INCENTIVADAS REGISTRADAS;512036;18/04/1996;Cancelado
15.741.192/0001-64;AGROPEC TERRA NOVA SA;CIAS INCENTIVADAS REGISTRADAS;508950;28/09/2008;Cancelado
06.948.913/0001-10;AGROPEC THOME AFONSO SA;CIAS INCENTIVADAS REGISTRADAS;503401;14/02/2012;Cancelado
04.334.488/0001-44;AGROPEC TUCUMAN SA;CIAS INCENTIVADAS REGISTRADAS;520519;28/11/2016;Cancelado
14.114.425/0001-36;AGROPEC VALE  DO  RIO URINDEUA;CIAS INCENTIVADAS REGISTRADAS;515345;14/02/2012;Cancelado
09.229.295/0001-47;AGROPEC VALE DIAMANTE SA;CIAS INCENTIVADAS REGISTRADAS;505668;14/02/2012;Cancelado
09.229.295/0001-47;AGROPEC VALE DIAMANTE SA;CIAS INCENTIVADAS REGISTRADAS;520470;24/08/2016;Cancelado
83.307.694/0001-31;AGROPEC VALE DO ARAGUAIA S/A;CIAS INCENTIVADAS REGISTRADAS;518387;04/01/2006;Cancelado
19.564.517/0001-31;AGROPEC VALE DO COCHA SA;CIAS INCENTIVADAS REGISTRADAS;502421;11/03/2008;Cancelado
10.169.985/0001-37;AGROPEC VALE DO GURGUEIA SA;CIAS INCENTIVADAS REGISTRADAS;506656;22/09/2010;Cancelado
10.690.410/0001-65;AGROPEC VALE DO IPOJUCA SA;CIAS INCENTIVADAS REGISTRADAS;514950;03/07/1997;Cancelado
06.724.876/0001-67;AGROPEC VALE DO PRATA SA;CIAS INCENTIVADAS REGISTRADAS;504033;14/02/2012;Cancelado
12.091.500/0001-65;AGROPEC VALE DO RIO CORDA SA;CIAS INCENTIVADAS REGISTRADAS;503002;14/02/2012;Cancelado
16.753.832/0001-19;AGROPEC VALE DO SOL SA;CIAS INCENTIVADAS REGISTRADAS;504360;28/09/2008;Cancelado
12.819.736/0001-75;AGROPEC VARZEA NOVA SA;CIAS INCENTIVADAS REGISTRADAS;508551;14/02/2012;Cancelado
22.679.567/0001-79;AGROPEC VARZELANDIA SA - AGROPEVA;CIAS INCENTIVADAS REGISTRADAS;517895;14/02/2012;Cancelado
12.536.454/0001-60;AGROPEC WALCON SA;CIAS INCENTIVADAS REGISTRADAS;511080;28/09/2008;Cancelado
02.282.297/0001-50;AGROPECUÁRIA ARAÇATUBA S/A;CIAS INCENTIVADAS REGISTRADAS;518824;03/05/2013;Cancelado
02.856.863/0001-90;AGROPECUÁRIA BRASIL PALMEIRAS S.A.;CIAS INCENTIVADAS REGISTRADAS;519073;02/05/2016;Cancelado
00.148.825/0001-58;AGROPECUÁRIA DOIS IRMÃOS S/A;CIAS INCENTIVADAS REGISTRADAS;511412;02/05/2016;Cancelado
13.025.135/0001-53;AGROPECUÁRIA EMILIO OMENA S/A - AGROMENA;CIAS INCENTIVADAS REGISTRADAS;507652;24/10/2012;Cancelado
02.893.891/0001-88;AGROPECUÁRIA FIO DE OURO S.A.;CIAS INCENTIVADAS REGISTRADAS;519154;17/07/2020;Cancelado
02.893.891/0001-88;AGROPECUÁRIA FIO DE OURO S.A.;CIAS INCENTIVADAS REGISTRADAS;521060;09/09/2021;Cancelado
04.595.112/0001-93;AGROPECUÁRIA FLOR DO OURO S/A;CIAS INCENTIVADAS REGISTRADAS;512672;14/02/2012;Cancelado
01.235.081/0001-71;AGROPECUÁRIA FOGLIATELLI S.A.;CIAS INCENTIVADAS REGISTRADAS;519642;24/07/2017;Cancelado
06.418.040/0001-34;AGROPECUÁRIA JOTA COELHO S/A;CIAS INCENTIVADAS REGISTRADAS;509205;28/12/2010;Cancelado
19.964.360/0001-31;AGROPECUÁRIA ORIENTE S/A;CIAS INCENTIVADAS REGISTRADAS;502707;14/02/2012;Cancelado
04.595.195/0001-10;AGROPECUÁRIA PARANAIBA S/A;CIAS INCENTIVADAS REGISTRADAS;507296;14/02/2012;Cancelado
22.887.129/0001-04;AGROPECUARIA PAU RAINHA S/A;CIAS INCENTIVADAS REGISTRADAS;509000;14/02/2012;Cancelado
02.671.917/0001-43;AGROPECUÁRIA PINGUIM S.A.;CIAS INCENTIVADAS REGISTRADAS;519251;22/08/2012;Concedido
02.642.136/0001-20;AGROPECUÁRIA PONTAL DO PARANAITA S.A.;CIAS INCENTIVADAS REGISTRADAS;520080;12/04/2018;Cancelado
02.907.052/0001-71;AGROPECUÁRIA RICARDO FRANCO S.A.;CIAS INCENTIVADAS REGISTRADAS;519200;07/05/2014;Cancelado
04.601.738/0001-65;AGROPECUÁRIA RIO BRILHANTE S/A;CIAS INCENTIVADAS REGISTRADAS;509388;14/02/2012;Cancelado
02.358.271/0001-49;AGROPECUÁRIA RIO URUARÁ S.A.;CIAS INCENTIVADAS REGISTRADAS;519804;01/06/2017;Cancelado
05.120.340/0001-70;AGROPECUÁRIA SÃO LUIZ LTDA;CIAS INCENTIVADAS REGISTRADAS;506397;14/02/2012;Cancelado
15.947.450/0001-63;AGROPECUARIA SÃO SEBASTIÃO DO ARAGUAIA S/A;CIAS INCENTIVADAS REGISTRADAS;514691;29/04/2009;Cancelado
03.143.716/0001-36;AGROPECUARIA TAMAKAVY SA;CIAS ABERTAS;213;25/02/1988;Cancelado
03.143.716/0001-36;AGROPECUARIA TAMAKAVY SA;CIAS INCENTIVADAS REGISTRADAS;520640;10/10/2019;Cancelado
02.033.525/0001-59;AGROPECUÁRIA TERRA BRAVIA S/A;CIAS INCENTIVADAS REGISTRADAS;518484;07/07/2006;Cancelado
15.525.447/0001-51;AGROPECUÁRIA VALE DO RIO ACRE S/A;CIAS INCENTIVADAS REGISTRADAS;505277;24/10/2012;Cancelado
16.688.384/0001-17;AGROPEMA AGROPEC MADRAS SA;CIAS INCENTIVADAS REGISTRADAS;508640;02/01/1996;Cancelado
06.938.989/0001-65;AGROPIL AGROPEC P IBIAPABA SA;CIAS INCENTIVADAS REGISTRADAS;505382;14/02/2012;Cancelado
31.498.009/0001-06;AGROPIPER SA;CIAS INCENTIVADAS REGISTRADAS;508659;14/02/2012;Cancelado
31.498.009/0001-06;AGROPIPER SA;CIAS INCENTIVADAS REGISTRADAS;521183;14/03/2023;Cancelado
11.430.550/0001-67;AGROPISA AGROPEC DO PIAUI S/A;CIAS INCENTIVADAS REGISTRADAS;503649;28/09/2008;Cancelado
05.423.587/0001-65;AGROSETE PEC E IND SA;CIAS INCENTIVADAS REGISTRADAS;514012;14/02/2012;Cancelado
04.971.057/0001-99;AGROTEP SA AGROPEC;CIAS INCENTIVADAS REGISTRADAS;511340;14/02/2012;Cancelado
15.255.383/0001-16;AGROVAS AGROPEC VALE DO SUIA SA;CIAS INCENTIVADAS REGISTRADAS;518468;17/07/2006;Cancelado
04.986.188/0001-40;AGROVERA - AGRO INDUSTRIAL VERA CRUZ S.A. EM LIQUIDAÇÃO;CIAS INCENTIVADAS REGISTRADAS;511404;04/10/1990;Concedido
17.998.493/0001-01;AGROVERDE SA;CIAS INCENTIVADAS REGISTRADAS;501409;02/03/1994;Cancelado
12.923.546/0001-01;AGROVERDES AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;500763;07/10/2009;Cancelado
31.495.252/0001-62;AGUA PEDRA AZUL SA;CIAS INCENTIVADAS REGISTRADAS;513440;01/07/2004;Cancelado
07.638.562/0001-04;AGUA VERDE AGROPEC SA AVASA;CIAS INCENTIVADAS REGISTRADAS;507636;05/01/2006;Cancelado
15.178.767/0001-82;AGUA VIVA PRAIA HOTEL SA;CIAS INCENTIVADAS REGISTRADAS;515876;14/02/2012;Cancelado
11.742.087/0001-99;AGUANAMBI INDL SA;CIAS INCENTIVADAS REGISTRADAS;506877;14/02/2012;Cancelado
04.089.570/0001-50;AGUAS GUARIROBA S.A.;CIAS ABERTAS;23442;06/08/2014;Concedido
10.665.743/0001-34;AGUISA-AGROPEC GUIMARAES SA;CIAS INCENTIVADAS REGISTRADAS;502499;14/02/2012;Cancelado
10.665.743/0001-34;AGUISA-AGROPEC GUIMARAES SA;CIAS INCENTIVADAS REGISTRADAS;520128;12/08/2015;Cancelado
09.594.796/0001-22;AGV HOLDING S/A;CIAS ABERTAS;21806;10/03/2014;Cancelado
60.830.296/0001-08;AIR LIQUIDE;CIAS ABERTAS;9288;19/11/1998;Cancelado
17.059.049/0001-12;AJAJ SA AGROPECUARIA;CIAS INCENTIVADAS REGISTRADAS;516260;14/02/2012;Cancelado
06.019.343/0001-84;AJEFISA-AGROPEC JOSE A F SA;CIAS INCENTIVADAS REGISTRADAS;513040;14/02/2012;Cancelado
24.479.438/0001-62;ALAISA ALAGOAS AGRIC IRRIG.;CIAS INCENTIVADAS REGISTRADAS;515248;14/02/2012;Cancelado
02.783.422/0001-06;ALBAE PARTICIPACOES SA;CIAS ABERTAS;18074;15/05/2002;Cancelado
57.912.396/0001-60;ALBATROZ SA;CIAS ABERTAS;13242;27/12/1990;Cancelado
10.867.026/0001-95;ALCACE NE SA EQUIP ELETRICOS;CIAS INCENTIVADAS REGISTRADAS;511056;14/02/2012;Cancelado
08.240.673/0001-20;ALCALIS RIO GRANDE DO NORTE SA;CIAS ABERTAS;15067;04/01/2010;Cancelado
08.240.673/0001-20;ALCALIS RIO GRANDE DO NORTE SA;CIAS INCENTIVADAS REGISTRADAS;510092;29/09/1995;Cancelado
60.561.800/0001-03;ALCAN ALUMINIO DO BRASIL SA;CIAS ABERTAS;256;28/07/1987;Cancelado
56.994.791/0001-77;AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA;CIAS ABERTAS;17957;13/11/2007;Cancelado
08.486.375/0001-15;ALCLOR QUIM DE ALAGOAS SA;CIAS INCENTIVADAS REGISTRADAS;503320;13/09/1993;Cancelado
11.696.820/0001-86;ALCOA ALUMINIO DO NE SA;CIAS INCENTIVADAS REGISTRADAS;500402;24/03/1994;Cancelado
23.637.697/0001-01;ALCOA ALUMINIO SA;CIAS ABERTAS;264;19/10/1993;Cancelado
39.326.590/0001-82;ALDEIA DOS REIS TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;516724;22/12/2005;Cancelado
24.278.582/0001-30;ALENAIDE AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;516139;14/02/2012;Cancelado
24.278.582/0001-30;ALENAIDE AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;519758;30/01/2014;Cancelado
17.167.396/0001-69;ALFA HOLDINGS S.A.;CIAS ABERTAS;9954;20/07/1977;Concedido
15.167.984/0001-77;ALFA NORDESTE SA INDUSTRIA DO VESTUARIO;CIAS ABERTAS;272;13/11/2007;Cancelado
92.689.173/0001-87;ALFRED SA COMERCIO DO VESTUARIO;CIAS ABERTAS;280;09/08/2005;Cancelado
71.208.516/0001-74;ALGAR TELECOM S/A;CIAS ABERTAS;21032;27/07/2007;Concedido
63.764.435/0001-22;ALGONORTE ALGODOEIRA NORTE SA;CIAS INCENTIVADAS REGISTRADAS;514624;10/04/2008;Cancelado
06.082.980/0001-03;ALIANSCE SHOPPING CENTERS S/A;CIAS ABERTAS;21300;05/08/2019;Cancelado
12.616.496/0001-01;ALIM PROTEICOS DO NORTE SA;CIAS INCENTIVADAS REGISTRADAS;510599;14/02/2012;Cancelado
02.997.713/0001-05;ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA;CIAS ABERTAS;18260;10/11/2003;Cancelado
04.133.906/0001-35;ALIMENTICIO INTERN DE CACAU SA;CIAS INCENTIVADAS REGISTRADAS;509248;14/02/2012;Cancelado
33.826.637/0001-90;ALIPAR ALIMENTOS E PARTS SA;CIAS ABERTAS;14079;27/09/1995;Cancelado
02.783.425/0001-40;ALIUM PARTICIPAÇÕES SA;CIAS ABERTAS;18082;31/08/2011;Cancelado
04.965.794/0001-89;ALL FAMA INDL SA;CIAS INCENTIVADAS REGISTRADAS;517321;14/02/2012;Cancelado
04.965.794/0001-89;ALL FAMA INDL SA;CIAS INCENTIVADAS REGISTRADAS;520225;18/04/2019;Cancelado
42.771.949/0001-35;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;CIAS ABERTAS;24058;26/10/2016;Concedido
20.247.322/0001-47;ALLIED TECNOLOGIA S.A.;CIAS ABERTAS;25330;25/11/2020;Concedido
08.648.295/0001-19;ALLIS PARTICIPAÇÕES S.A.;CIAS ABERTAS;20850;26/08/2015;Cancelado
05.878.397/0001-32;ALLOS S.A.;CIAS ABERTAS;22357;01/02/2011;Concedido
60.537.263/0001-66;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;CIAS ABERTAS;24953;13/05/2020;Concedido
-;ALMACENES ÉXITO S.A.;CIAS ESTRANGEIRAS;80225;03/04/2023;Concedido
30.965.065/0001-32;ALMASA ALCOOLEIRA MATEENSE SA;CIAS INCENTIVADAS REGISTRADAS;507865;16/12/1994;Cancelado
09.018.953/0001-51;ALMASA ALIMS DO MA SA;CIAS INCENTIVADAS REGISTRADAS;509418;14/11/2005;Cancelado
18.012.393/0001-19;ALMEC INDUSTRIAS MECANICA SA;CIAS ABERTAS;302;22/03/2005;Cancelado
82.120.676/0001-83;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;CIAS ABERTAS;26395;22/11/2021;Concedido
07.258.627/0001-96;ALOBA SA AGROINDL DO NE;CIAS INCENTIVADAS REGISTRADAS;507709;03/11/2005;Cancelado
61.079.117/0001-05;ALPARGATAS SA;CIAS ABERTAS;10456;20/07/1977;Concedido
47.848.684/0001-40;ALPART ALPA PARTICIPACOES SA;CIAS ABERTAS;310;19/10/1989;Cancelado
11.721.921/0001-60;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;CIAS ABERTAS;22217;28/10/2010;Concedido
32.477.457/0001-88;ALPES SA HOT E TUR;CIAS INCENTIVADAS REGISTRADAS;506672;25/07/2003;Cancelado
16.811.931/0001-00;ALPHAVILLE S.A.;CIAS ABERTAS;25275;05/11/2020;Concedido
87.819.926/0001-91;ALPINA BRASIL SA MAQ IMP AGRIC;CIAS ABERTAS;329;09/08/2005;Cancelado
49.705.528/0001-55;ALPLAN SA IND COM CH MAD AGLOM;CIAS ABERTAS;337;02/08/1989;Cancelado
